,Computer Architecture,Programming Skills,Project Management,Communication skills,Openness,Conscientousness,Extraversion,Agreeableness,Emotional_Range,Conversation,Openness to Change,Hedonism,Self-enhancement,Self-transcendence,Role
4254,5,5,6,5,0.712302414,0.560456219,0.514110587,0.164125262,0.746003231,0.150689922,0.39835714,0.10147177,0.316190487,0.268974087,Project Manager
4255,5,5,6,5,0.712651721,0.607021715,0.595488907,0.241320984,0.738271989,0.298596749,0.277018908,0.219270061,0.338833921,0.113511455,Project Manager
4256,5,5,6,5,0.696873613,0.581058233,0.652749917,0.29877587,0.667913126,0.2158867,0.504745927,0.207592184,0.368841674,0.286380274,Project Manager
4257,5,5,6,5,0.726731786,0.250796895,0.260195234,0.036876812,0.606808401,0.045044641,0.354187427,0.183215772,0.339978277,0.219853126,Project Manager
4258,5,5,6,5,0.774316656,0.651215932,0.626824668,0.401577941,0.755077124,0.082173981,0.332867009,0.111231339,0.087558778,0.248274138,Project Manager
4259,5,5,6,5,0.64214197,0.568385308,0.520451732,0.220296256,0.666791719,0.162858701,0.412594084,0.079216744,0.25649475,0.2682636,Project Manager
4260,1,1,6,1,0.635586145,0.599049797,0.547386861,0.235978609,0.723889426,0.128667178,0.420245886,0.110741504,0.335781609,0.258980782,Project Manager
4261,1,1,6,1,0.597646805,0.461268435,0.434750412,0.292622948,0.502431582,0.184834704,0.424323077,0.23187936,0.338210805,0.248572946,Project Manager
4262,1,1,6,1,0.646234817,0.573366616,0.464033572,0.286021754,0.617644263,0.190898217,0.419282174,0.183428587,0.327942027,0.31400568,Project Manager
4263,1,1,6,1,0.658061065,0.493965164,0.422297528,0.32520136,0.486992221,0.252356267,0.538917956,0.245658339,0.422857707,0.362618734,Project Manager
4264,1,1,6,1,0.711291918,0.570083241,0.635570834,0.38972442,0.551526946,0.160989635,0.478971655,0.123517257,0.371983768,0.273108039,Project Manager
4265,1,1,6,1,0.857431168,0.575068021,0.66844481,0.379799882,0.47200334,0.084172942,0.427474086,0.125602056,0.299689711,0.306332991,Project Manager
4266,0,0,6,0,0.754279259,0.520388191,0.421534705,0.129857925,0.603533041,0.127363196,0.490838472,0.093920726,0.308389811,0.198075353,Project Manager
4267,0,0,6,0,0.576896982,0.307676232,0.537426648,0.300924044,0.397068732,0.189592454,0.547632699,0.33917781,0.594726892,0.379405405,Project Manager
4268,0,0,6,0,0.614154634,0.587761977,0.571452513,0.371467341,0.56216947,0.200616097,0.521134995,0.160620386,0.331135793,0.321605929,Project Manager
4269,0,0,6,0,0.813952839,0.416216219,0.345055685,0.104498243,0.600923606,0.063987623,0.342143565,0.137389662,0.281723478,0.237560591,Project Manager
4270,0,0,6,0,0.756356559,0.362196869,0.28425371,0.081445933,0.526013054,0.088240689,0.418819445,0.218504663,0.396503076,0.186904265,Project Manager
4271,0,0,6,0,0.670263218,0.507069376,0.499686052,0.111489189,0.7158759,0.099623343,0.317836432,0.111811336,0.22608888,0.199909645,Project Manager
4272,3,3,6,3,0.775624505,0.470626434,0.424261693,0.112602071,0.658997099,0.095506592,0.394895312,0.141437865,0.356690868,0.229298695,Project Manager
4273,3,3,6,3,0.712302414,0.560456219,0.514110587,0.164125262,0.746003231,0.150689922,0.39835714,0.10147177,0.316190487,0.268974087,Project Manager
4274,3,3,6,3,0.712651721,0.607021715,0.595488907,0.241320984,0.738271989,0.298596749,0.277018908,0.219270061,0.338833921,0.113511455,Project Manager
4275,3,3,6,3,0.696873613,0.581058233,0.652749917,0.29877587,0.667913126,0.2158867,0.504745927,0.207592184,0.368841674,0.286380274,Project Manager
4276,3,3,6,3,0.726731786,0.250796895,0.260195234,0.036876812,0.606808401,0.045044641,0.354187427,0.183215772,0.339978277,0.219853126,Project Manager
4277,3,3,6,3,0.774316656,0.651215932,0.626824668,0.401577941,0.755077124,0.082173981,0.332867009,0.111231339,0.087558778,0.248274138,Project Manager
4278,2,2,6,2,0.64214197,0.568385308,0.520451732,0.220296256,0.666791719,0.162858701,0.412594084,0.079216744,0.25649475,0.2682636,Project Manager
4279,2,2,6,2,0.635586145,0.599049797,0.547386861,0.235978609,0.723889426,0.128667178,0.420245886,0.110741504,0.335781609,0.258980782,Project Manager
4280,2,2,6,2,0.597646805,0.461268435,0.434750412,0.292622948,0.502431582,0.184834704,0.424323077,0.23187936,0.338210805,0.248572946,Project Manager
4281,2,2,6,2,0.646234817,0.573366616,0.464033572,0.286021754,0.617644263,0.190898217,0.419282174,0.183428587,0.327942027,0.31400568,Project Manager
4282,2,2,6,2,0.658061065,0.493965164,0.422297528,0.32520136,0.486992221,0.252356267,0.538917956,0.245658339,0.422857707,0.362618734,Project Manager
4283,2,2,6,2,0.711291918,0.570083241,0.635570834,0.38972442,0.551526946,0.160989635,0.478971655,0.123517257,0.371983768,0.273108039,Project Manager
4284,4,4,6,4,0.857431168,0.575068021,0.66844481,0.379799882,0.47200334,0.084172942,0.427474086,0.125602056,0.299689711,0.306332991,Project Manager
4285,4,5,6,4,0.754279259,0.520388191,0.421534705,0.129857925,0.603533041,0.127363196,0.490838472,0.093920726,0.308389811,0.198075353,Project Manager
4286,4,1,6,4,0.576896982,0.307676232,0.537426648,0.300924044,0.397068732,0.189592454,0.547632699,0.33917781,0.594726892,0.379405405,Project Manager
4287,4,0,6,4,0.614154634,0.587761977,0.571452513,0.371467341,0.56216947,0.200616097,0.521134995,0.160620386,0.331135793,0.321605929,Project Manager
4288,4,3,6,4,0.813952839,0.416216219,0.345055685,0.104498243,0.600923606,0.063987623,0.342143565,0.137389662,0.281723478,0.237560591,Project Manager
4289,4,2,6,4,0.756356559,0.362196869,0.28425371,0.081445933,0.526013054,0.088240689,0.418819445,0.218504663,0.396503076,0.186904265,Project Manager
4290,5,4,6,5,0.670263218,0.507069376,0.499686052,0.111489189,0.7158759,0.099623343,0.317836432,0.111811336,0.22608888,0.199909645,Project Manager
4291,5,5,6,5,0.775624505,0.470626434,0.424261693,0.112602071,0.658997099,0.095506592,0.394895312,0.141437865,0.356690868,0.229298695,Project Manager
4292,5,1,6,5,0.712302414,0.560456219,0.514110587,0.164125262,0.746003231,0.150689922,0.39835714,0.10147177,0.316190487,0.268974087,Project Manager
4293,5,0,6,5,0.712651721,0.607021715,0.595488907,0.241320984,0.738271989,0.298596749,0.277018908,0.219270061,0.338833921,0.113511455,Project Manager
4294,5,3,6,5,0.696873613,0.581058233,0.652749917,0.29877587,0.667913126,0.2158867,0.504745927,0.207592184,0.368841674,0.286380274,Project Manager
4295,5,2,6,5,0.726731786,0.250796895,0.260195234,0.036876812,0.606808401,0.045044641,0.354187427,0.183215772,0.339978277,0.219853126,Project Manager
4296,1,4,6,1,0.774316656,0.651215932,0.626824668,0.401577941,0.755077124,0.082173981,0.332867009,0.111231339,0.087558778,0.248274138,Project Manager
4297,1,5,6,1,0.64214197,0.568385308,0.520451732,0.220296256,0.666791719,0.162858701,0.412594084,0.079216744,0.25649475,0.2682636,Project Manager
4298,1,1,6,1,0.635586145,0.599049797,0.547386861,0.235978609,0.723889426,0.128667178,0.420245886,0.110741504,0.335781609,0.258980782,Project Manager
4299,1,0,6,1,0.597646805,0.461268435,0.434750412,0.292622948,0.502431582,0.184834704,0.424323077,0.23187936,0.338210805,0.248572946,Project Manager
4300,1,3,6,1,0.646234817,0.573366616,0.464033572,0.286021754,0.617644263,0.190898217,0.419282174,0.183428587,0.327942027,0.31400568,Project Manager
4301,1,2,6,1,0.658061065,0.493965164,0.422297528,0.32520136,0.486992221,0.252356267,0.538917956,0.245658339,0.422857707,0.362618734,Project Manager
4302,0,4,6,0,0.711291918,0.570083241,0.635570834,0.38972442,0.551526946,0.160989635,0.478971655,0.123517257,0.371983768,0.273108039,Project Manager
4303,0,5,6,0,0.857431168,0.575068021,0.66844481,0.379799882,0.47200334,0.084172942,0.427474086,0.125602056,0.299689711,0.306332991,Project Manager
4304,0,1,6,0,0.754279259,0.520388191,0.421534705,0.129857925,0.603533041,0.127363196,0.490838472,0.093920726,0.308389811,0.198075353,Project Manager
4305,0,0,6,0,0.576896982,0.307676232,0.537426648,0.300924044,0.397068732,0.189592454,0.547632699,0.33917781,0.594726892,0.379405405,Project Manager
4306,0,3,6,0,0.614154634,0.587761977,0.571452513,0.371467341,0.56216947,0.200616097,0.521134995,0.160620386,0.331135793,0.321605929,Project Manager
4307,0,2,6,0,0.813952839,0.416216219,0.345055685,0.104498243,0.600923606,0.063987623,0.342143565,0.137389662,0.281723478,0.237560591,Project Manager
4308,3,4,6,3,0.756356559,0.362196869,0.28425371,0.081445933,0.526013054,0.088240689,0.418819445,0.218504663,0.396503076,0.186904265,Project Manager
4309,3,5,6,3,0.670263218,0.507069376,0.499686052,0.111489189,0.7158759,0.099623343,0.317836432,0.111811336,0.22608888,0.199909645,Project Manager
4310,3,1,6,3,0.775624505,0.470626434,0.424261693,0.112602071,0.658997099,0.095506592,0.394895312,0.141437865,0.356690868,0.229298695,Project Manager
4311,3,0,6,3,0.712302414,0.560456219,0.514110587,0.164125262,0.746003231,0.150689922,0.39835714,0.10147177,0.316190487,0.268974087,Project Manager
4312,3,3,6,3,0.712651721,0.607021715,0.595488907,0.241320984,0.738271989,0.298596749,0.277018908,0.219270061,0.338833921,0.113511455,Project Manager
4313,3,2,6,3,0.696873613,0.581058233,0.652749917,0.29877587,0.667913126,0.2158867,0.504745927,0.207592184,0.368841674,0.286380274,Project Manager
4314,2,4,6,2,0.726731786,0.250796895,0.260195234,0.036876812,0.606808401,0.045044641,0.354187427,0.183215772,0.339978277,0.219853126,Project Manager
4315,2,5,6,2,0.774316656,0.651215932,0.626824668,0.401577941,0.755077124,0.082173981,0.332867009,0.111231339,0.087558778,0.248274138,Project Manager
4316,2,1,6,2,0.64214197,0.568385308,0.520451732,0.220296256,0.666791719,0.162858701,0.412594084,0.079216744,0.25649475,0.2682636,Project Manager
4317,2,0,6,2,0.635586145,0.599049797,0.547386861,0.235978609,0.723889426,0.128667178,0.420245886,0.110741504,0.335781609,0.258980782,Project Manager
4318,2,3,6,2,0.597646805,0.461268435,0.434750412,0.292622948,0.502431582,0.184834704,0.424323077,0.23187936,0.338210805,0.248572946,Project Manager
4319,2,2,6,2,0.646234817,0.573366616,0.464033572,0.286021754,0.617644263,0.190898217,0.419282174,0.183428587,0.327942027,0.31400568,Project Manager
4320,4,4,4,4,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4321,4,4,4,4,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4322,4,4,4,4,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4323,4,4,4,4,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4324,4,4,4,4,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4325,4,4,4,4,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4326,5,5,5,5,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4327,5,5,5,5,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4328,5,5,5,5,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4329,5,5,5,5,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4330,5,5,5,5,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4331,5,5,5,5,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4332,1,1,1,1,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4333,1,1,1,1,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4334,1,1,1,1,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4335,1,1,1,1,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4336,1,1,1,1,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4337,1,1,1,1,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4338,0,0,0,0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4339,0,0,0,0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4340,0,0,0,0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4341,0,0,0,0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4342,0,0,0,0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4343,0,0,0,0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4344,3,3,3,3,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4345,3,3,3,3,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4346,3,3,3,3,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4347,3,3,3,3,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4348,3,3,3,3,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4349,3,3,3,3,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4350,2,2,2,2,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4351,2,2,2,2,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4352,2,2,2,2,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4353,2,2,2,2,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4354,2,2,2,2,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4355,2,2,2,2,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4356,4,4,4,4,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4357,4,4,4,4,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4358,4,4,4,4,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4359,4,4,4,4,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4360,4,4,4,4,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4361,4,4,4,4,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4362,5,5,5,5,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4363,5,5,5,5,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4364,5,5,5,5,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4365,5,5,5,5,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4366,5,5,5,5,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4367,5,5,5,5,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4368,1,1,1,1,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4369,1,1,1,1,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4370,1,1,1,1,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4371,1,1,1,1,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4372,1,1,1,1,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4373,1,1,1,1,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4374,0,0,0,0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4375,0,0,0,0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4376,0,0,0,0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4377,0,0,0,0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4378,0,0,0,0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4379,0,0,0,0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4380,3,3,3,3,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4381,3,3,3,3,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4382,3,3,3,3,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4383,3,3,3,3,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4384,3,3,3,3,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4385,3,3,3,3,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4386,2,2,2,2,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4387,2,2,2,2,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4388,2,2,2,2,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4389,2,2,2,2,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4390,2,2,2,2,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4391,2,2,2,2,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4392,4,4,4,4,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4393,4,4,4,4,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4394,4,4,4,4,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4395,4,4,4,4,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4396,4,4,4,4,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4397,4,4,4,4,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4398,5,5,5,5,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4399,5,5,5,5,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4400,5,5,5,5,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4401,5,5,5,5,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4402,5,5,5,5,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4403,5,5,5,5,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4404,1,1,1,1,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4405,1,1,1,1,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4406,1,1,1,1,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4407,1,1,1,1,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4408,1,1,1,1,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4409,1,1,1,1,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4410,0,0,0,0,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4411,0,0,0,0,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4412,0,0,0,0,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4413,0,0,0,0,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4414,0,0,0,0,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4415,0,0,0,0,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4416,3,3,3,3,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4417,3,3,3,3,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4418,3,3,3,3,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4419,3,3,3,3,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4420,3,3,3,3,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4421,3,3,3,3,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4422,2,2,2,2,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4423,2,2,2,2,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
4424,2,2,2,2,0.63449204,0.734466346,0.616802118,0.359616849,0.682928319,0.126938624,0.374458133,0.119460658,0.360714465,0.202579225,Information Security Specialist
4425,2,2,2,2,0.807296856,0.458390086,0.376557638,0.106241837,0.638601212,0.066242453,0.317443304,0.144338731,0.289461108,0.191301186,Information Security Specialist
4426,2,2,2,2,0.750163698,0.411805843,0.242439947,0.075207467,0.581349931,0.092797577,0.36403373,0.217565448,0.362327224,0.29178006,Information Security Specialist
4427,2,2,2,2,0.746404163,0.545886453,0.573168821,0.333671468,0.580038389,0.138792834,0.371875842,0.138240904,0.226959546,0.260803121,Information Security Specialist
4428,4,4,4,4,0.767046653,0.32859911,0.49919955,0.218754803,0.578366944,0.1081793,0.420955015,0.217252423,0.286227315,0.260306194,Information Security Specialist
4429,4,4,4,4,0.771755035,0.609672608,0.683116297,0.308934586,0.81800103,0.082862696,0.356244185,0.100603404,0.234093557,0.18268266,Information Security Specialist
